,route_id_modified,trip_id_modified,stop_id_modified
0,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,1117
1,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,1115
2,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,1111
3,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,1109
4,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39395
5,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39394
6,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,4031
7,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,934
8,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,814
9,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,931
10,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39295
11,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39294
12,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39293
13,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39292
14,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39291
15,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39290
16,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39289
17,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39288
18,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39296
19,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39287
20,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39286
21,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,859
22,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39203
23,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,39589
24,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,36157
25,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,36156
26,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38709
27,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,2321
28,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38783
29,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38784
30,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38785
31,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,844
32,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38786
33,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38787
34,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38788
35,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38789
36,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38790
37,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38791
38,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38792
39,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38793
40,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,930
41,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,812
42,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,933
43,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,4030
44,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38912
45,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38913
46,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,1108
47,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,1110
48,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,1114
49,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,1116
50,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,1374
51,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38907
52,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38848
53,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38906
54,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38905
55,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,39123
56,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0915_0,38849
57,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,36156
58,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38709
59,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,2321
60,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38783
61,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38784
62,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38785
63,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,844
64,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38786
65,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38787
66,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38788
67,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38789
68,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38790
69,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38791
70,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38792
71,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38793
72,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,930
73,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,812
74,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,933
75,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,4030
76,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38912
77,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,38913
78,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,1108
79,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,1110
80,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,1114
81,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0925_0,1116
82,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0815_0,39203
83,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0815_0,39589
84,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0815_0,36157
85,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,36156
86,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38709
87,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,2321
88,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38783
89,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38784
90,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38785
91,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,844
92,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38786
93,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38787
94,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38788
95,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38789
96,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0940_0,38790
97,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,934
98,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,814
99,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,931
100,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39295
101,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39294
102,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39293
103,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39292
104,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39291
105,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39290
106,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39289
107,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39288
108,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39296
109,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39287
110,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39286
111,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,859
112,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39203
113,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,39589
114,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,36157
115,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39347
116,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39346
117,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39345
118,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39593
119,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39386
120,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39387
121,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39344
122,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39388
123,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,1375
124,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,1117
125,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,1115
126,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,1111
127,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,1109
128,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39395
129,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39394
130,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,4031
131,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,934
132,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,814
133,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,931
134,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39295
135,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39294
136,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39293
137,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39292
138,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39291
139,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39290
140,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39289
141,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39288
142,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39296
143,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39287
144,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39286
145,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,859
146,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39203
147,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,39589
148,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,36157
149,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39351
150,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39350
151,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,38424
152,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39349
153,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39348
154,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39347
155,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39346
156,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39345
157,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39593
158,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39386
159,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39387
160,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39344
161,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39388
162,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,1375
163,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,1117
164,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,1115
165,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,1111
166,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,1109
167,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39395
168,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39394
169,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,4031
170,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,934
171,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,814
172,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,931
173,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39295
174,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39294
175,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39293
176,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39292
177,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39291
178,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39290
179,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39289
180,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39288
181,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39296
182,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39287
183,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39286
184,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,859
185,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39203
186,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,39589
187,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0905_0,36157
188,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39351
189,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39350
190,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,38424
191,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39349
192,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39348
193,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39347
194,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39346
195,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39345
196,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39593
197,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39386
198,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39387
199,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39344
200,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39388
201,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,1375
202,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,1117
203,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,1115
204,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,1111
205,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,1109
206,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39395
207,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39394
208,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,4031
209,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,934
210,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,814
211,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,931
212,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39295
213,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39294
214,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39293
215,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39292
216,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0920_0,39291
217,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39351
218,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39350
219,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,38424
220,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39349
221,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39348
222,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39347
223,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39346
224,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39345
225,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39593
226,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39386
227,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39387
228,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39344
229,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39388
230,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,1375
231,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,1117
232,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,1115
233,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,1111
234,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,1109
235,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39395
236,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0930_0,39394
237,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38848
238,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38906
239,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38905
240,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,39123
241,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38849
242,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38850
243,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38851
244,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38852
245,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38853
246,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38423
247,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38854
248,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0825_0,38855
249,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39351
250,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39350
251,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,38424
252,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39349
253,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39348
254,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39347
255,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39346
256,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39345
257,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39593
258,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39386
259,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39387
260,100_18,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0945_0,39344
261,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,4030
262,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38912
263,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38913
264,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,1108
265,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,1110
266,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,1114
267,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,1116
268,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,1374
269,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38907
270,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38848
271,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38906
272,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38905
273,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,39123
274,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38849
275,100_18,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,38850
